"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-10-18",,,"77","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-10-19",,,"76","90","65"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-10-20",,,"75","88",
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-10-21",,,"74","86","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-10-22",,,"73","87","62"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-10-23",,,"72","88","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-10-24",,,"72","89","60"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-10-25",,,"74","91","61"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-10-26",,,"70","93","58"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-10-27",,,"73","91","60"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-10-28",,,"70","85",
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-10-29",,,"70","86","58"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-10-30",,,"70","88","58"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-10-31",,,"70","88","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-01",,,"70","89","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-02",,,"74","88","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-03",,,"75","87","65"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-04",,,"70","84","58"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-05",,,"67","82","56"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-06",,,"68","83","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-07",,,"65",,"54"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-08",,,"66","83","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-09",,,"67","83","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-10",,,"68","85","56"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-11",,,"69","88","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-12",,,"70","87","56"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-13",,,"73","87","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-14",,,"70","84",
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-15",,,"70","84","56"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-16",,,"70","84","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-17",,,"66","83","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-18",,,"62","81","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-19",,,"63","83","47"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-20",,,"65","85","49"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-21",,,"65","83","51"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-22",,,"68","88","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-23",,,"65","84","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-24",,,"64","82","51"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-25",,,"62","83","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-26",,,"63","82","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-27",,,"63","82","51"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-28",,,"65","82","51"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-29",,,"65","80","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-11-30",,,"59","75","51"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-01",,,"55","71",
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-02",,,"54","72","40"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-03",,,"54","70","41"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-04",,,"58","73","40"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-05",,,"59","77",
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-06",,,"59","77","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-07",,,"58","79","44"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-08",,,"57","76","44"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-09",,,"58","76","44"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-10",,,"59","76","44"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-11",,,"52","73","40"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-12",,,"54","75","38"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-13",,,"54","71","41"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-14",,,"54","71","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-15",,,"53","71","38"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-16",,,"56","74","42"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-17",,,"56",,"44"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-18",,,"53","71","42"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-19",,,"49","71","38"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-20",,,"54","73","40"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-21",,,"56","74","42"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-22",,,"58","73","44"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-23",,,"52","60","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-24",,,"54","66","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-25",,,"55","70","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-26",,,"55","71","44"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-27",,,"58","74","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-28",,,"58","76","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-29",,,"56","75","42"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-30",,,"53",,"42"
"IN022021900","NEW DELHI SAFDARJUN, IN","2005-12-31",,,"58","75","42"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-01",,,"61","77","44"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-02","0.02",,"66","76","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-03","0.01",,"56","62",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-04","0.00",,"52","63","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-05",,,"49","63","41"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-06",,,"52","66","40"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-07",,,"49","66",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-08",,,"47","65","32"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-09",,,"50","67","35"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-10",,,"54","68","40"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-11",,,"54","72","42"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-12",,,"56","76","41"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-13",,,"58","76","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-14",,,"58","76","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-15",,,"65","80",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-16",,,"65","80","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-17",,,"67","80","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-18",,,"67","80","58"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-19",,,"60","74",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-20",,,"58","75","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-21",,,"59","71","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-22",,,"54","69",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-23",,,"54","67","41"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-24",,,"56","70","44"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-25",,,"56","70","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-26",,,"55","72","41"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-27",,,"57","73","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-28",,,"58","74","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-29",,,"60","80",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-30",,,"63","81","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-01-31",,,"62","83","47"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-01",,,"64","81","49"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-02",,,"65","80","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-03",,,"65","80","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-04",,,"64",,"53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-05",,,"66","82",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-06",,,"65","83","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-07",,,"67","87","49"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-08",,,"66","85","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-09",,,"64","85","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-10",,,"66","81","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-11",,,"67","83","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-12",,,"68","87","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-13",,,"68","86","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-14",,,"72","88","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-15",,,"72","83",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-16",,,"71","86","58"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-17",,,"72","84","61"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-18",,,"73","85","61"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-19",,,"73","86","61"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-20",,,"75","92","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-21",,,"73","90","61"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-22",,,"73","91","60"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-23",,,"75","92","60"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-24",,,"75","90","62"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-25",,,"80","93","60"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-26",,,"72","84","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-27",,,"71","84","58"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-02-28",,,"68","81","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-01",,,"67","84","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-02",,,"69","86","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-03",,,"68",,"53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-04",,,"71","90","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-05",,,"74","91","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-06",,,"76","91","58"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-07",,,"75","89","60"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-08",,,"76","93","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-09",,,"75","85","64"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-10",,,"68","72",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-11","0.39",,"67","75","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-12","0.02",,"68","77","61"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-13","0.00",,"71","81","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-14","0.08",,"65","73","62"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-15","0.35",,"67","80","56"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-16","0.00",,"70","81","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-17",,,"69","80","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-18",,,"70","83","58"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-19",,,"76","87","56"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-20",,,"77","90","60"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-21",,,"75","86","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-22",,,"74","86","62"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-23",,,"76","91","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-24",,,"78","96","62"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-25",,,"78","90","66"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-26",,,"77","88","67"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-27",,,"73","85","61"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-28",,,"72","84","58"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-29",,,"75","88","60"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-30",,,"77","90","61"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-03-31",,,"78","93","62"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-01",,,"81","99","65"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-02",,,"83","100","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-03",,,"85","97","66"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-04",,,"83","97","65"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-05",,,"84","99","68"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-06",,,"86","101","69"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-07",,,"85","102","68"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-08",,,"86",,"67"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-09",,,"92","105","71"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-10",,,"87","97","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-11",,,"82",,"67"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-12",,,"81","95","64"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-13",,,"80","95","64"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-14",,,"81","98","58"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-15",,,"86","103","62"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-16",,,"85","101","68"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-17",,,"80","90","65"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-18",,,"80","91","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-19",,,"80","92","67"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-20","0.00",,"83","96","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-21",,,"84","95","70"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-22","0.00",,"86","99","68"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-23",,,"87","102","72"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-24","0.09",,"86","102","68"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-25","0.00",,"90","105","67"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-26",,,"91","105","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-27",,,"93","108","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-28",,,"91","105",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-29",,,"95","108","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-04-30",,,"92","103","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-01",,,"94","106","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-02",,,"94","104","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-03",,,"90","104","70"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-04",,,"90","106","70"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-05",,,"94","111","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-06",,,"95","112","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-07",,,"96","112","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-08",,,"96","107","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-09",,,"93","103","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-10",,,"94","105","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-11",,,"93","104","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-12",,,"93","106","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-13",,,"94","107","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-14",,,"91","103","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-15","0.83",,"90","100","66"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-16","0.00",,"91","102","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-17",,,"87","97","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-18",,,"91","102","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-19","0.04",,"86","99","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-20","0.02",,"85","100","72"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-21","0.43",,"87","100","67"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-22","0.00",,"87","96","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-23","0.91",,"85","95","66"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-24","0.00",,"94","103","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-25","0.02",,"94","103","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-26","0.00",,"95","106","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-27",,,"93","103","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-28",,,"93","105","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-29",,,"92","102","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-30",,,"95","106","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-05-31",,,"93","108","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-01",,,"94","106","72"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-02",,,"85","89",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-03",,,"81","88","70"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-04",,,"87","98","72"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-05",,,"91","101","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-06",,,"92","104","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-07",,,"94","105","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-08",,,"94","106","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-09",,,"95","109","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-10",,,"96","110","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-11",,,"99","110","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-12",,,"97","106","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-13",,,"90","99","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-14",,,"92","102","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-15","0.12",,"89","106","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-16","0.00",,"85","102","72"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-17","0.55",,"84","94","69"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-18","0.00",,"90","100","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-19",,,"87","100","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-20","0.55",,"82","99","67"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-21","0.55",,"89","102","69"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-22","0.00",,"92","102","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-23",,,"95","104","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-24",,,"88","100",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-25",,,"86","90","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-26",,,"90","98","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-27","2.05",,"84","92","71"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-28","0.67",,"88","94","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-29","0.00",,"88","96","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-06-30",,,"89","97","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-01",,,"91","99","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-02",,,"94","103","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-03",,,"94","103","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-04",,,"95","103","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-05",,,"93","99","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-06",,,"93","101","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-07",,,"96","105","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-08",,,"95","103","86"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-09",,,"84",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-10",,,"82","89","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-11",,,"83","92","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-12","2.64",,"81","84","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-13","0.35",,"87","94","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-14","0.00",,"90","96","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-15",,,"89","97","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-16",,,"90","98","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-17",,,"89","95","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-18",,,"85","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-19",,,"83","92","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-20",,,"85","90","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-21",,,"89","97","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-22",,,"89","95","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-23",,,"88","95","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-24",,,"88","96","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-25",,,"85","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-26",,,"80","83",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-27",,,"79","82","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-28",,,"84","91","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-29","0.08",,"85","93","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-30","0.08",,"89","96","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-07-31","0.00",,"88","97",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-01","0.00",,"86","93","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-02",,,"87","95","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-03",,,"85","92",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-04",,,"88","96","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-05",,,"87","95","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-06",,,"87","94","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-07","0.00",,"87","94","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-08","0.03",,"84","93","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-09","0.04",,"87","96","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-10","0.08",,"89","100","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-11","0.01",,"89","98","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-12","0.00",,"90","99","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-13",,,"90","101","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-14",,,"83","92",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-15",,,"88","99","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-16",,,"88","99","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-17",,,"91","100","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-18",,,"91","98","85"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-19",,,"87","96","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-20",,,"86","92","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-21",,,"88","94","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-22",,,"87","97","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-23","0.00",,"85","93","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-24","0.75",,"89","96","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-25","0.00",,"87","95","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-26",,,"87","95","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-27",,,"87","94","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-28",,,"87","94","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-29",,,"85","97",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-30","2.32",,"83","93","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-08-31","0.00",,"86","94","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-09-01","0.28",,"79","84",
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-09-02","2.05",,"77","85","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-09-03","1.18",,"82","91","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","2006-09-04","0.00",,"83","90","76"
