"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-01","0.63",,"52","55",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-02","0.02",,"53","63","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-03","0.00",,"52","64","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-04","0.00",,"54","66","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-05","0.00",,"53","68","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-06","0.00",,"56","70","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-07","0.00",,"55","70","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-08","0.00",,"58","66","32"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-09","0.04",,"57","66",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-10","0.00",,"54","64","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-11","0.00",,"56","66","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-12","0.00",,"55","68","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-13","0.00",,"55",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-14","0.00",,"58","70","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-15","0.00",,"59","64","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-16",,,"60","72",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-17","0.00",,"55","66",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-18","0.00",,"56","68","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-19","0.00",,"52","66","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-20","0.00",,"56","66","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-21","0.00",,"58","68","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-22","0.00",,"59","68","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-23","0.00",,"55","59",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-24",,,"53","64","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-25",,,"56","68","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-26",,,"56","66","41"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-27",,,"58","70","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-28",,,"57",,"32"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-29",,,"62","73",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-30",,,"56","59","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-01-31",,,"59","70","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-01",,,"59","66",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-02",,,"58","68",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-03",,,"55",,"41"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-04",,,"57","64","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-05",,,"61","72","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-06",,,"63","75","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-07",,,"61","77","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-08",,,"65","77","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-09",,,"63","72","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-10",,,"63","72","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-11",,,"62",,"54"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-12",,,"65","82","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-13",,,"71","81","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-14",,,"58","68","39"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-15",,,"59","68",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-16",,,"57","66","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-17",,,"56","66","39"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-18",,,"57","70","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-19",,,"57","68","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-20",,,"63","73","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-21",,,"58","72","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-22",,,"61","73","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-23",,,"62","73","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-24",,,"62","79","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-25",,,"67","79",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-26",,,"69","84","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-27",,,"68","84","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-02-28",,,"69","86","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-01",,,"69",,"59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-02",,,"72","84","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-03",,,"73","86","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-04",,,"78","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-05",,,"76","88","68"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-06",,,"74","86","61"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-07",,,"73","82",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-08",,,"72","82","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-09",,,"72","84","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-10",,,"73","84","61"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-11",,,"73","82","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-12",,,"68","77","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-13",,,"65","75","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-14",,,"67","81","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-15",,,"70","84",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-16",,,"69",,"55"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-17",,,"71","84","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-18",,,"72","88","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-19",,,"77","88","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-20",,,"77","90","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-21",,,"81","93","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-22",,,"78","90","70"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-23",,,"70","82","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-24",,,"72","82","61"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-25",,,"68","79","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-26",,,"71","81","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-27",,,"73",,"57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-28",,,"74","88","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-29",,,"78","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-30",,,"82","91","66"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-03-31",,,"85","93","66"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-01",,,"84","97","66"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-02",,,"84","99","70"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-03",,,"87","102","70"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-04",,,"89","102",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-05",,,"91","102","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-06",,,"90","102","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-07",,,"86","97","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-08",,,"82","90","70"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-09",,,"78",,"66"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-10",,,"80","90","64"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-11",,,"82","93","66"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-12",,,"85","97",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-13",,,"86","97","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-14",,,"80","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-15",,,"81","93","68"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-16",,,"80","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-17",,,"85","99","68"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-18",,,"84","99","70"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-19",,,"90","104","70"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-20",,,"94","102","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-21",,,"92","102","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-22",,,"93","102","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-23",,,"92","100","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-24",,,"91","102","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-25",,,"91","102","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-26",,,"91","104","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-27",,,"87","99","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-28",,,"86","97","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-29",,,"87","99","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-04-30",,,"90","102","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-01",,,"93","104","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-02",,,"96","104","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-03",,,"86","100",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-04",,,"89","100","72"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-05",,,"91","102","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-06",,,"92","102","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-07",,,"91","102","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-08",,,"94","106","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-09",,,"98","106",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-10",,,"95","108","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-11",,,"96","109","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-12",,,"98","109","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-13",,,"99","109","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-14",,,"99","109","90"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-15",,,"98","104",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-16",,,"96",,"90"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-17",,,"92","100","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-18",,,"91","100","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-19",,,"90",,"77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-20",,,"93",,"79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-21",,,"95","106","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-22",,,"90",,"81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-23",,,"92","102","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-24",,,"94",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-25",,,"94","104","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-26",,,"92","102","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-27",,,"95","106","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-28",,,"99","108",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-29",,,"97","109","88"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-05-30",,,"97",,"90"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-01",,,"86","97","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-02",,,"83","91","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-03",,,"88","95","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-04",,,"92","100","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-05",,,"93","102","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-06",,,"95","106","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-07",,,"87","102",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-08",,,"86","93","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-09",,,"85","95","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-10",,,"88","99","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-11",,,"94","102",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-12",,,"94","106","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-13",,,"96","108","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-14",,,"100","109","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-15",,,"103","109","90"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-16",,,"102",,"91"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-17",,,"99","108","90"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-18",,,"96","102",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-19",,,"82","88","72"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-20",,,"81",,"79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-21",,,"80","84",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-22",,,"77","81","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-23",,,"82",,"77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-24",,,"89",,"79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-25",,,"94",,"82"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-26",,,"91","99","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-27",,,"94",,"84"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-28",,,"83","88",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-29",,,"84","91","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-06-30",,,"83",,"79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-01",,,"86","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-02",,,"89","95","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-03",,,"92","99","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-04",,,"87","95","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-05",,,"87","95","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-06",,,"93",,"82"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-07",,,"94","104",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-08",,,"87","100",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-09",,,"89","99",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-10",,,"94","100","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-11",,,"88","99",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-12",,,"87","95","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-13",,,"83","88",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-14",,,"81","84","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-15",,,"82","86","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-16",,,"80",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-17",,,"82","88","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-18",,,"82",,"77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-19",,,"85","91","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-20",,,"82","86","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-21",,,"78","84","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-22",,,"77","82","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-23",,,"80","88",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-24",,,"85",,"77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-25",,,"85","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-26",,,"89",,"81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-27",,,"89","97","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-28",,,"89","97","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-29",,,"87","97","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-30",,,"85","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-07-31",,,"88","93","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-01",,,"86","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-02",,,"84",,"79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-03",,,"80","88",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-04",,,"78",,"75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-05",,,"78",,"75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-06",,,"79","88","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-07",,,"85","91","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-08",,,"88","95","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-09",,,"89","95","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-10",,,"92",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-11",,,"88","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-12",,,"85","90","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-13",,,"88",,"81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-14",,,"89","95","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-15",,,"84",,"82"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-16",,,"84","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-17",,,"86","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-18",,,"87","93","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-19",,,"81","90","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-20",,,"81","88","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-21",,,"82","88","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-22",,,"79","84","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-23",,,"81","86",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-24",,,"85","90","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-25",,,"83","90","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-26",,,"86","93","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-27",,,"89","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-28",,,"82","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-29",,,"83","91","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-30",,,"80","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-08-31",,,"83","91","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-01",,,"85",,"77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-02",,,"85","91","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-03",,,"83",,"81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-04",,,"83","88","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-05",,,"80","86","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-06",,,"79","88",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-07",,,"78","84","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-08",,,"81","84","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-09",,,"77","82","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-10",,,"80","88",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-11",,,"84","90","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-12",,,"82","88","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-13",,,"78","81","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-14",,,"78","84","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-15",,,"80","88","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-16",,,"77",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-17",,,"82","90",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-18",,,"83","91","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-19",,,"83","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-20",,,"83","91","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-21",,,"81","91","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-22",,,"86",,"73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-23",,,"85","93","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-24",,,"85","93","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-25",,,"85","93","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-26",,,"81",,"77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-27",,,"78","82","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-28",,,"78",,"72"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-29",,,"84","90",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-09-30",,,"80","88",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-01",,,"81","88","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-02",,,"82","91","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-03",,,"83","93","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-04",,,"81","86",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-05",,,"85","93","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-06",,,"86","95","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-07",,,"86",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-08",,,"85","95","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-09",,,"85",,"73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-10",,,"82",,"73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-11",,,"81","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-12",,,"83","93","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-13",,,"82",,"72"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-14",,,"80","93","70"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-15",,,"81","93","70"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-16",,,"81",,"72"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-17",,,"84","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-18",,,"79","93",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-19",,,"77",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-20",,,"79","93","66"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-21",,,"75","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-22",,,"78","90","68"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-23",,,"76","84","68"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-24",,,"66","70","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-25",,,"69","79",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-26",,,"72","84","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-27",,,"73","86","61"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-28",,,"73","86",
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-29",,,"73","86","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-30",,,"77","88","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-10-31",,,"74","84","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-01",,,"74","86","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-02",,,"71","84","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-03",,,"72","86","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-04",,,"70","86","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-05",,,"73","90","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-06",,,"71","88","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-07",,,"73","90","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-08",,,"74","88","57"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-09",,,"69","84","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-10",,,"68",,
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-11",,,"69","81","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-12",,,"65","81","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-13",,,"63","81","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-14",,,"68","82","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-15",,,"67","84","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-16",,,"64","84","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-17",,,"64","84","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-18",,,"61","81","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-19",,,"63",,"48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-20",,,"61",,"48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-21",,,"61","77","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-22",,,"65",,"48"
"IN022021900","NEW DELHI SAFDARJUN, IN","1975-11-23",,,"59","75","50"
